en_name,jp_name,cuisine,rating,price,url
wakasaimohompo,わかさいも本舗 札幌アピア店,日式點心,3.0,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1072607/
Kitahoppe,北ほっぺ 大丸札幌店,其他,3.05,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1044006/
sakenomarukame,鮭乃丸亀 大丸札幌店,其他,3.08,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1048451/
Natoriya,なとり屋,其他,3.07,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1044651/
Familymart,ファミリーマート 札幌センチュリーロイヤルホテル店,其他,3.04,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010105/1060665/
Yanshuunishinduketanakaseika,やん衆にしん漬田中青果 札幌エスタ店,其他,3.13,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1046305/
kitamaruchuubou,北〇厨房 エスタ店,熟食/魚類料理・海鮮料理/關東煮,3.3,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1072919/
Cafe de h,カフェドアッシュ,麵包、三明治（其他）/甜點（其他）,3.0,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1062098/
Tama,たま 札幌駅西口店,日式小酒館/串炸・串豬排,3.05,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1071505/
Mekikinoginji,目利きの銀次 札幌北口駅前店,日式小酒館/魚類料理・海鮮料理/創作料理,3.01,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1071387/
Sapporochizufakutorisapporoekimaeten,チーズ ワイン 札幌チーズファクトリー,餐飲酒館,3.04,"￥3,000～￥3,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1062560/
kentakki-furaidochikin,ケンタッキーフライドチキン アピアさっぽろ店,餐廳（其他）,3.01,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1071717/
Miniwan,ミニワン 札幌エスタ店,麵包,3.03,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1063733/
Hanazonomanjuu,花園万頭 大丸札幌店,日式點心,3.05,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1047524/
Yuisapporo,結札幌 読売北海道ビル店,和式餐馆 / 小菜,3.03,"￥6,000～￥7,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1040687/
Seikomato,セイコーマート 北7条店,其他,3.06,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1052453/
Satsuekigadenterasu,サツエキ★ガーデンテラス,啤酒屋,3.0,"￥4,000～￥4,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1068320/
Shiramatsugamonakahompo,白松がモナカ本舗 札幌エスタ店,日式點心,3.15,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1042809/
Tetsuyakisakabahana,鉄焼きサカバ ハナ,鐵板燒,3.06,"￥3,000～￥3,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1054387/
Sakanabiyorinamarayoshi,酒菜日和 ナマラヨシ,日式小酒館/日本酒/關東煮,3.05,"￥4,000～￥4,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1072615/
NIKUBAR MEAT BOY N.Y,肉バル MEAT BOY N.Y 札幌駅前店,日式小酒館/義式/餐飲酒館,3.08,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1056260/
Karaoke bigecho,カラオケ ビッグエコー 札幌駅前店,其他,3.0,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1060750/
DiCE,DiCE 札幌駅南口店,其他,3.06,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1071975/
gyouzatoremonsawa-remonya,餃子とレモンサワー 檸檬家 札幌駅前店,餃子/日式小酒館,3.0,"￥3,000～￥3,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1066822/
